sgRNA	Gene	Control	Vehicle	T8
ID_50768	PTGES2	1	0	1
ID_53573	C15orf48	1	1	1
ID_38529	SPTBN5	1	2	1
ID_34638	TES	1	1	1
ID_23669	SPAG9	1	1	1
ID_54403	ATAD1	1	1	0
ID_16855	SERPINB3	1	1	1
ID_66612	MBLAC1	1	2	1
ID_13580	PDGFRL	1	0	2
ID_77154	controlguide713	1	0	1
ID_8899	HSD17B4	2	0	3
ID_49379	RIC3	2	3	1
ID_20498	ZNF17	1	1	1
ID_28618	AHSA1	1	0	0
ID_39523	BCL11A	1	6	2
ID_47581	PDLIM2	1	3	2
ID_49502	PANK3	1	1	2
ID_58143	ANAPC16	3	7	5
ID_35886	PDCD4	2	0	3
ID_39932	SASH3	1	2	1
ID_33946	SUMF2	3	4	1
ID_70164	GPR141	2	2	1
ID_74934	RAD51AP2	2	7	1
ID_63228	RHOXF1	1	1	1
ID_49627	MSANTD2	1	2	0
ID_61772	CCBE1	1	2	0
ID_25317	IER2	3	1	1
ID_59573	C20orf85	1	0	3
ID_57868	ARAP1	1	0	0
ID_55011	EPT1	1	4	1
ID_43970	PCDHB10	2	0	0
ID_6860	GALT	2	2	3
ID_71196	FAM209B	2	4	2
ID_52764	KREMEN1	1	1	0
ID_65641	C10orf25	1	3	0
ID_73864	CTAGE9	1	1	0
ID_54864	KIAA1671	1	1	0
ID_47468	PDF	1	0	0
ID_73794	SPINK9	1	5	5
ID_72616	OR5K3	2	0	0
ID_69017	C2orf70	2	1	1
ID_48937	C11orf49	1	0	1
ID_48770	C7orf26	1	0	0
ID_22374	PRKRA	1	0	0
ID_12528	NFIC	1	0	0
ID_16238	ROCK1	1	3	0
ID_10359	KRT14	1	0	0
ID_57710	GINM1	1	1	2
ID_8528	HMOX2	1	1	0
ID_52036	SLC25A28	1	0	0
ID_73031	TMEM89	1	0	0
ID_38280	PBDC1	3	8	2
ID_48878	C1orf50	2	3	0
ID_75639	SMKR1	2	2	3
ID_31882	FRMD4B	1	0	0
ID_73825	CCDC168	2	1	1
ID_75188	LOC100129216	3	3	1
ID_49377	FAM118B	1	2	3
ID_53431	NUDT16L1	1	1	2
ID_6768	GABRB2	2	3	3
ID_695	ALPP	3	5	2
ID_61958	PROSER3	1	4	2
ID_52102	INO80B	1	0	0
ID_64465	FAM24B	3	5	8
ID_72338	LOC401052	1	0	0
ID_7500	GPR3	1	2	1
ID_62842	RNF145	2	2	2
ID_68143	DPH3	1	0	0
ID_3051	CETN1	1	2	1
ID_63951	NIM1K	1	3	1
ID_66641	OR52B2	1	0	3
ID_17882	SNRPD1	1	0	0
ID_62220	ADIG	2	5	2
ID_3018	CEBPG	1	0	1
ID_35543	ST6GALNAC4	1	0	0
ID_48016	PCED1A	1	1	2
ID_52727	TSSK6	1	0	0
ID_5206	E2F2	1	2	1
ID_31102	ANKRD6	1	1	2
ID_72766	DDI1	1	0	0
ID_41415	VPS37C	1	3	5
ID_70371	SBSN	1	1	1
ID_43047	LUC7L	2	0	6
ID_43981	PCDHB7	1	1	2
ID_61913	ZNF583	4	3	2
ID_29924	STON1	1	0	0
ID_11110	MAP2	2	2	1
ID_49432	OGFRL1	1	1	0
ID_46462	ZP4	1	1	1
ID_62277	RIMBP3C	2	1	1
ID_24173	ZMYM6	1	1	1
ID_51052	MTERF2	1	0	2
ID_32789	SLC7A8	3	1	1
ID_7143	GJA1	2	5	5
ID_58937	INO80C	2	0	0
ID_50669	LRRTM4	2	3	1
ID_19309	TSPAN6	1	0	1
ID_18144	SPTB	3	2	2
ID_55067	GGACT	1	1	0
ID_35308	HAVCR1	2	1	1
ID_15613	PYGL	1	1	0
ID_50099	PIP4K2C	1	1	2
ID_25082	TBPL1	1	3	3
ID_11691	CD200	1	4	0
ID_48828	ASPSCR1	2	1	1
ID_52192	CHST9	1	0	2
ID_57700	COX20	1	0	1
ID_16742	S100A8	1	3	3
ID_53009	RNASEH2C	1	1	0
ID_28314	SEMA4F	1	1	2
ID_4446	CYP24A1	1	1	1
ID_44224	TRPV5	1	0	0
ID_26322	LPPR4	2	4	1
ID_8863	HES1	1	1	1
ID_42610	FEM1A	1	1	1
ID_33275	ACOT9	2	1	4
ID_44588	MCCC1	1	1	1
ID_61073	CNBD2	1	2	2
ID_36087	KCNMB4	2	1	1
ID_10830	LTA	2	1	0
ID_11940	MUT	1	6	2
ID_46923	HPSE2	2	1	2
ID_25092	EEF1E1	2	0	0
ID_36163	SLCO3A1	1	0	0
ID_32170	EXOC6B	1	2	2
ID_26694	NAALAD2	1	2	0
ID_22736	B3GALT4	1	1	5
ID_58796	CYB5D1	2	4	0
ID_24210	LARGE	2	2	2
ID_16930	SCNN1D	3	1	2
ID_28858	CD226	1	1	0
ID_41271	AURKAIP1	1	0	1
ID_37756	KLHL5	3	0	0
ID_17243	SGCB	2	0	2
ID_70586	KLHL30	3	0	1
ID_9451	IL7R	1	1	1
ID_54220	PLCD4	1	1	0
ID_45203	VARS2	1	0	0
ID_25756	ZNF646	1	3	1
ID_21541	PICALM	1	1	2
ID_7833	PDIA3	1	0	0
ID_56837	RDH13	1	0	3
ID_59466	EDARADD	1	1	2
ID_43449	TRERF1	2	1	0
ID_65461	OR9Q2	1	3	11
ID_63623	ZNF433	1	0	1
ID_21445	PNPLA4	1	0	0
ID_70664	KRTAP10-7	2	1	0
ID_45117	TMEM159	1	1	0
ID_28814	PMVK	1	0	1
ID_28167	SLC30A9	1	0	0
ID_58394	ERP27	1	1	1
ID_60194	JMY	1	5	5
ID_46023	KIAA1468	2	0	3
ID_27920	SCML2	3	5	3
ID_41435	ZWILCH	2	0	0
ID_17106	SEC14L1	2	0	1
ID_42557	TNFRSF19	2	1	0
ID_43222	CHFR	1	1	0
ID_31880	FRMD4B	3	4	2
ID_31765	TNRC6B	1	0	1
ID_49395	TANGO6	1	1	0
ID_70331	LRRC37A3	1	0	0
ID_46037	VPS18	2	0	0
ID_39031	RAB6B	4	3	0
ID_10403	KRT35	1	0	0
ID_55498	TMEM263	1	1	1
ID_37302	PNPLA8	1	0	0
ID_62601	ROPN1B	1	1	1
ID_64431	CCER1	1	1	0
ID_68030	DNAJC5G	1	0	0
ID_51800	CAB39L	1	1	1
ID_40141	CCDC93	1	1	1
ID_28076	EMG1	2	0	4
ID_33407	PLD3	1	0	0
ID_27562	IRX5	2	1	2
ID_9363	IHH	2	2	2
ID_50873	TMEM134	1	4	0
ID_34079	THUMPD3	2	4	2
ID_29992	DUS4L	2	2	3
ID_51671	WBSCR16	1	0	0
ID_46703	IL22RA1	1	0	0
ID_252	ACYP2	1	3	0
ID_36756	SNX15	1	0	0
ID_5449	EIF4EBP1	1	0	0
ID_34176	SYF2	2	0	0
ID_69512	OR6F1	3	3	6
ID_51617	DCSTAMP	1	3	1
ID_33685	SUN2	1	2	1
ID_3818	CPS1	1	2	1
ID_62575	BTLA	1	5	5
ID_7383	GNGT1	1	4	0
ID_1271	ASNS	2	0	0
ID_3120	RCC1	1	1	0
ID_60802	ASB6	1	2	1
ID_52376	RHNO1	3	0	2
ID_25536	KIAA0430	1	0	0
ID_8335	HIC1	3	4	2
ID_50697	C7orf69	1	1	1
ID_45690	GPR158	2	2	2
ID_33635	ZNF318	1	0	4
ID_8359	HIVEP2	2	2	0
ID_66601	EPGN	1	0	0
ID_36219	TMEM176B	2	0	2
ID_26287	ZBTB39	2	3	2
ID_6553	FOSL2	1	2	2
ID_53790	TMEM185A	1	0	2
ID_29506	TRAFD1	2	0	0
ID_17642	SLC15A2	1	2	2
ID_53587	ZNF528	2	0	1
ID_38579	ZNF117	2	3	1
ID_25423	SEC24C	1	1	1
ID_29595	EHD1	1	0	0
ID_69641	PAQR9	2	1	0
ID_6336	FHL2	1	0	4
ID_6298	GPC5	1	2	1
ID_13428	PCM1	2	1	3
ID_30039	STMN2	1	3	1
ID_68389	CRB2	1	2	1
ID_13817	PGM1	3	0	0
ID_238	ACVRL1	1	1	0
ID_71109	TMEM82	1	1	1
ID_71768	OR6C70	2	7	3
ID_27151	FAM13A	1	0	1
ID_16101	RGS4	2	1	1
ID_65305	SMTNL1	1	2	0
ID_25879	HDAC4	1	3	3
ID_36180	NKIRAS1	1	0	0
ID_10173	KIFC3	1	1	1
ID_12148	MYOG	1	2	2
ID_14965	PRLR	1	3	3
ID_28823	KHDRBS1	2	0	2
ID_30489	AKAP11	1	0	0
ID_71249	SP5	2	2	3
ID_42948	ZNF416	2	1	1
ID_53089	METTL25	1	1	0
ID_75071	ZNF735	1	3	1
ID_48740	SMIM2	2	2	4
ID_64779	ARL13B	2	2	1
ID_8931	HSPA1L	1	0	1
ID_43698	ACSS2	1	3	2
ID_43185	HHAT	1	0	3
ID_65309	YPEL4	3	1	1
ID_29234	HSPH1	1	1	0
ID_149	ACO2	2	0	0
ID_3182	CHML	1	1	0
ID_7401	GNRHR	1	4	2
ID_53584	ADGRA1	1	1	1
ID_9722	IRF7	1	1	0
ID_60781	TCP10L	3	3	0
ID_48258	SLC30A5	1	1	3
ID_42805	PRR5	2	2	2
ID_11049	MAGEB3	2	2	1
ID_67111	C11orf31	1	0	2
ID_7732	GRN	1	0	1
ID_76335	LOC101927322	1	1	2
ID_56069	CXorf40A	1	0	1
ID_45508	PPM1H	2	1	1
ID_37268	ATP6V0A4	1	1	0
ID_61737	TMC8	1	1	1
ID_53424	PDCD2L	1	0	0
ID_37951	HSD17B12	2	5	1
ID_67404	KCNRG	3	2	3
ID_47678	IKZF5	1	0	2
ID_31021	ADGRL1	1	2	2
ID_51850	MAP1LC3B	1	3	2
ID_53727	ACRBP	1	4	1
ID_43892	PCDHGB5	2	4	1
ID_29723	ASCC3	1	1	1
ID_5192	DVL3	1	0	3
ID_75126	ZSCAN30	1	1	0
ID_43177	FAM222B	3	1	0
ID_75343	C7orf72	1	1	6
ID_23840	DNAJA3	1	0	0
ID_28338	FBLN5	1	2	0
ID_54577	SERAC1	2	4	3
ID_4713	DFFA	2	0	0
ID_29750	RAB32	1	0	1
ID_33213	CDC42EP4	1	3	6
ID_67216	SLC25A45	2	1	0
ID_18454	STXBP1	1	1	1
ID_68121	ZNF852	2	1	1
ID_31019	ADGRL1	3	6	5
ID_20799	ZNF195	1	1	1
ID_13125	OSBP	1	0	0
ID_39298	OAZ3	1	2	2
ID_30700	MGAT4B	1	0	1
ID_52113	SLC25A31	3	0	2
ID_69506	CCDC18	1	3	3
ID_14243	PMAIP1	1	1	1
ID_68088	ZNF619	2	2	0
ID_68482	ILDR1	2	5	2
ID_8641	HOXA4	1	0	0
ID_15688	RAB27B	1	0	1
ID_18231	SRPR	2	1	2
ID_51847	MAP1LC3B	3	4	1
ID_6644	FUT1	1	1	0
ID_6580	FRK	2	1	1
ID_13266	PAH	1	0	0
ID_48462	NADK	1	0	0
ID_71399	IYD	1	5	1
ID_20822	ZNF208	1	3	2
ID_16167	RLF	2	0	3
ID_52571	TBC1D10A	1	2	0
ID_7795	GRM3	1	2	2
ID_57679	CMTM5	2	2	4
ID_44893	PLSCR3	1	1	0
ID_62041	TMEM56	2	0	0
ID_46173	FBRSL1	1	2	1
ID_36096	STK39	1	3	1
ID_51493	KCNH6	1	2	2
ID_11369	MEOX2	1	2	1
ID_36122	HTRA2	1	0	0
ID_4557	DBT	1	0	0
ID_18735	TAZ	2	3	0
ID_51889	PPP1R14C	1	0	0
ID_70255	NHLRC2	2	1	2
ID_39082	PCF11	1	0	1
ID_72556	OR2A42	2	0	3
ID_57858	ACAP3	2	1	2
ID_40943	CDKAL1	2	1	2
ID_75433	ZNF705B	2	4	1
ID_19971	UGT2B17	1	0	3
ID_57154	CYGB	1	0	0
ID_25153	TP53I3	1	0	0
ID_66001	ADGRG3	3	3	0
ID_35681	FAM184B	2	0	0
ID_38421	GCNT4	1	2	1
ID_68655	KRTAP19-4	3	1	3
ID_7415	GOLGA2	1	1	0
ID_60818	MYL6B	1	1	3
ID_35672	PALD1	1	2	3
ID_46415	HAMP	1	3	2
ID_1189	ARRB2	1	4	0
ID_4451	CYP26A1	1	1	0
ID_55453	TMEM41A	2	1	1
ID_46157	CAMSAP3	1	0	1
ID_32687	NCAPH	2	2	1
ID_6470	FLT1	2	2	0
ID_57183	CSMD2	1	4	3
ID_44040	PCDHA4	2	1	1
ID_65393	TMEM218	1	2	3
ID_27474	AP3S2	1	1	1
ID_21188	LHX3	2	0	1
ID_63869	CHST13	1	1	2
ID_44458	FSTL5	1	2	1
ID_55222	ZNF628	1	4	3
ID_18947	TEAD1	1	0	2
ID_42961	HIF1AN	1	1	0
ID_36853	PADI1	1	1	0
ID_8350	HINT1	2	1	2
ID_27932	NOD1	2	1	1
ID_12657	NME1	1	0	4
ID_34710	RGS22	1	0	0
ID_59219	LRRC38	1	3	5
ID_65608	FAM181B	1	1	0
ID_42330	UFSP2	1	0	0
ID_40370	TBC1D13	1	0	1
ID_20462	ZNF711	1	3	0
ID_15392	PTK7	1	0	0
ID_21422	CLTCL1	1	1	1
ID_72923	SMIM22	3	2	2
ID_42524	CSGALNACT2	1	1	0
ID_48685	CUEDC2	2	0	0
ID_24887	HOMER2	2	0	2
ID_34484	ERC2	1	0	0
ID_76936	controlguide495	1	6	1
ID_18767	TBX2	1	1	0
ID_57508	ARHGEF25	2	3	2
ID_32150	PLCL2	1	3	2
ID_5205	E2F2	1	0	1
ID_64610	C1orf168	1	9	1
ID_61851	ZNF560	1	2	0
ID_35299	RPS6KC1	3	1	1
ID_43130	LMBR1L	1	2	0
ID_64473	FAM227B	2	1	7
ID_12894	NTRK2	1	2	2
ID_40713	GDAP2	3	1	0
ID_51205	WDR61	1	0	0
ID_21147	ST7	2	1	0
ID_58971	OR7D4	1	1	1
ID_37781	TRNT1	2	2	0
ID_62243	LSM14B	1	2	2
ID_11874	MTM1	1	2	0
ID_42512	AP1AR	3	1	1
ID_45642	LRFN2	2	6	2
ID_72951	PSG8	1	1	0
ID_26313	SMG7	1	0	1
ID_72941	PLIN5	1	1	3
ID_50548	ELOVL7	1	1	3
ID_59064	NLRP8	1	2	0
ID_17115	TRAPPC2	1	1	0
ID_57720	ACSM1	1	1	3
ID_70804	SH2D4B	2	0	3
ID_22781	EDF1	1	1	6
ID_5301	PHC2	1	1	2
ID_44877	ANKMY2	1	0	0
ID_52867	C3orf20	1	2	3
ID_45372	JPH3	2	1	2
ID_25588	FAM53B	2	0	2
ID_62502	RMDN2	1	0	1
ID_62080	PM20D1	2	0	1
ID_61988	ATP8B3	2	2	4
ID_44483	UBQLN4	1	1	0
ID_7969	GTF3A	1	0	1
ID_44473	MDM1	1	0	0
ID_27847	NPM2	2	1	2
ID_58045	MSS51	2	4	7
ID_48283	MRPS26	2	2	3
ID_77088	controlguide647	1	4	4
ID_69772	KLRG2	1	1	4
ID_29854	KDELR3	2	3	0
ID_3281	CIRBP	2	0	0
ID_33121	SYNGR4	1	6	4
ID_48166	SLC13A3	2	1	3
ID_21954	DUSP11	1	0	0
ID_46090	ARHGAP23	2	1	1
ID_60403	OR2F2	2	4	2
ID_44464	KCMF1	1	0	1
ID_58998	MBD3L2	4	1	0
ID_36762	GPR171	1	1	2
ID_59736	FBLN7	1	1	0
ID_71057	CEACAM16	1	2	3
ID_56071	CXorf40A	2	0	0
ID_55588	LRRC16B	1	1	1
ID_42200	RBM41	1	5	1
ID_52497	ARMC10	1	1	1
ID_5336	EFNA1	1	0	0
ID_48415	KRI1	1	0	0
ID_2602	CD14	2	1	0
ID_2169	CACNA2D1	1	1	3
ID_24226	TIAF1	1	1	5
ID_42618	SVOP	1	2	1
ID_74693	TSPY8	1	4	1
ID_45939	CFAP97	2	4	8
ID_48095	IQCH	1	2	0
ID_75083	METTL12	1	0	0
ID_59785	CLHC1	1	6	2
ID_69132	COL28A1	2	4	3
ID_48588	LRRC61	1	0	0
ID_13180	P2RX3	1	2	0
ID_33626	CLDN15	2	0	0
ID_62428	Sep-10	2	1	1
ID_6955	GBX1	1	2	2
ID_56524	ARMC6	1	0	1
ID_69067	TRIML1	1	1	0
ID_71829	OR4F6	1	1	0
ID_6198	FDXR	1	0	0
ID_43807	BAIAP2L1	1	2	3
ID_33280	PATZ1	1	0	1
ID_10389	KRT33A	1	0	1
ID_22140	ENC1	1	1	1
ID_75229	IZUMO3	1	3	2
ID_31774	NFASC	1	2	1
ID_6687	FYN	1	4	2
ID_73684	MROH6	1	0	2
ID_46794	SENP2	1	3	1
ID_55616	PYGO2	1	0	1
ID_20043	UROS	3	0	1
ID_72234	C18orf65	3	3	2
ID_29328	HPSE	1	1	0
ID_8719	HOXC5	1	4	3
ID_6136	MS4A2	1	1	0
ID_24268	CCPG1	1	0	1
ID_514	AGT	2	4	0
ID_10838	CYP4F3	1	2	2
ID_37009	LMCD1	1	3	3
ID_48894	WDR77	1	0	0
ID_9662	INSR	1	0	2
ID_23464	FUBP3	1	0	0
ID_54106	PIGO	1	0	2
ID_18273	SSRP1	1	1	0
ID_1787	BMP5	2	5	1
ID_28836	LBX1	1	0	2
ID_19026	NR2F1	2	3	1
ID_35549	CACNG5	1	1	1
ID_7822	CXCL2	1	1	3
ID_39281	TPPP3	1	2	1
ID_34406	GLCE	1	1	0
ID_59610	CST9	1	4	6
ID_24656	SLC22A8	1	0	1
ID_6262	FGF8	4	0	1
ID_57	ABCF1	1	0	0
ID_54426	NFATC2IP	1	0	0
ID_45152	TMEM63C	2	4	1
ID_29806	SLC27A3	1	1	0
ID_47230	TP53AIP1	1	1	3
ID_32446	ZCCHC11	1	1	3
ID_51780	FAM83D	1	2	0
ID_1430	ATP5G1	1	0	2
ID_39936	KCTD5	3	0	8
ID_31520	USP33	1	2	2
ID_69727	ZNF391	1	2	0
ID_71319	LEKR1	1	4	2
ID_44133	KIAA1217	2	2	2
ID_5134	DTYMK	2	0	0
ID_49582	ZCCHC6	1	1	3
ID_17360	ST3GAL4	1	2	1
ID_47522	POPDC3	1	0	0
ID_38661	WNT16	2	1	6
ID_39101	NBAS	1	1	0
ID_43552	PPP2R2D	2	0	2
ID_67087	NAP1L5	2	0	0
ID_67081	RGL4	1	6	1
ID_38351	BFAR	2	4	2
ID_27874	CITED2	1	0	0
ID_58597	C15orf40	3	2	2
ID_20869	ZNF229	3	2	2
ID_72096	MEX3D	1	0	0
ID_41249	C1orf159	1	0	4
ID_48536	ZSCAN18	3	7	6
ID_55343	WFDC8	2	5	0
ID_41388	NOL8	1	0	0
ID_6656	FUT4	2	3	1
ID_38639	UCHL5	2	0	1
ID_53658	LCOR	2	2	1
ID_21397	NCOA3	4	2	0
ID_50597	PHC3	1	1	1
ID_62476	ALS2CR11	1	1	0
ID_62323	MEI1	2	1	4
ID_57088	WBSCR22	2	0	0
ID_54944	CNTNAP4	1	0	1
ID_43094	CCDC88A	1	3	0
ID_6142	FCER2	1	2	0
ID_36263	MRPS18B	1	0	0
ID_24151	KCNAB3	1	0	1
ID_62783	SRFBP1	1	1	2
ID_60618	OR13C8	2	1	1
ID_25074	SPTLC2	2	1	0
ID_21953	DUSP11	1	2	0
ID_75989	KRTAP9-6	2	2	5
ID_2054	MPPED2	1	0	2
ID_76307	CT45A7	1	5	1
ID_63056	FAM91A1	1	0	1
ID_13150	OVGP1	1	2	3
ID_44177	C8orf44	1	1	1
ID_5649	EPHA3	3	1	3
ID_24322	AIMP1	3	4	7
ID_11316	MEF2A	1	1	2
ID_66253	NEIL2	1	1	0
ID_16384	MRPL23	1	0	1
ID_19199	TIE1	2	0	2
ID_52082	FCRL4	2	2	2
ID_34162	C20orf194	1	0	0
ID_48650	PRR14	2	4	5
ID_65652	ZNF485	4	1	2
ID_23308	TAX1BP1	2	2	1
ID_28050	SEC24B	1	1	0
ID_63019	ESCO2	1	0	3
ID_1232	ARVCF	1	3	0
ID_49761	WDR59	2	4	2
ID_31252	ATF6	1	0	0
ID_34468	SENP6	2	0	0
ID_10778	LRMP	1	3	5
ID_42465	IMPACT	1	2	4
ID_53010	RNASEH2C	1	1	0
ID_71377	C6orf222	1	0	1
ID_4251	CTSG	1	0	0
ID_38980	MTFP1	2	0	0
ID_45833	SEMA6A	1	0	0
ID_21682	HIST1H2BI	1	3	0
ID_19970	UGT2B17	2	2	4
ID_51823	DEFB126	1	0	1
ID_41169	TMEM70	2	1	1
ID_51653	FBXO38	2	2	1
ID_61511	NRG4	1	0	0
ID_37136	EHD3	2	1	1
ID_71461	SPATA31A6	1	3	4
ID_50758	MROH9	2	4	2
ID_24092	IL1RL1	2	2	8
ID_23895	MTA1	2	1	1
ID_72273	C1orf226	2	3	4
ID_57731	RBP7	1	1	3
ID_63156	KIAA2026	2	1	3
ID_28432	ANP32B	3	3	1
ID_28987	MGEA5	3	0	0
ID_49918	CCDC82	1	1	2
ID_43562	ITFG2	1	3	0
ID_9842	ITIH3	2	5	4
ID_22891	ADAM9	1	0	1
ID_50512	TRMT2B	1	0	0
ID_22101	RANBP3	2	1	2
ID_21076	BAG6	1	0	1
ID_9325	IGFBP5	1	0	4
ID_11337	MEIS2	2	3	4
ID_6123	FBP1	1	2	2
ID_4580	DCTD	2	2	2
ID_55850	RNF185	2	1	1
ID_19936	SLC35A2	1	0	2
ID_75325	TSTD3	1	2	1
ID_28298	CARM1	1	0	1
ID_13494	PDE1A	1	1	1
ID_63898	TRIM60	1	2	2
ID_59488	APOA1BP	4	2	0
ID_8145	HSD17B10	1	0	0
ID_18468	STYX	3	0	0
ID_33454	STX12	1	0	3
ID_63561	TCEB3C	2	3	1
ID_64185	COMMD6	1	2	10
ID_40330	VSIG10	1	0	1
ID_41234	ULK4	2	1	2
ID_46358	ANKRD36B	3	5	4
ID_59835	SPATA3	2	3	2
ID_55185	PLCZ1	2	0	0
ID_11448	CTAGE5	1	1	2
ID_2974	CDSN	3	0	4
ID_3990	CRYM	1	0	0
ID_4438	CYP19A1	1	4	1
ID_73695	C18orf42	2	2	1
ID_72281	FAM177B	1	3	1
ID_48688	SCNM1	2	3	2
ID_16035	RFC2	1	0	0
ID_64168	DHX36	1	0	0
ID_4700	DEFB1	2	3	2
ID_42731	VEZT	1	0	0
ID_55831	BTF3L4	1	0	1
ID_25900	ZFYVE16	2	0	0
ID_9351	RBPJ	2	1	1
ID_36299	MCTS1	4	3	0
ID_1043	AQP7	2	2	4
ID_37200	G0S2	2	0	0
ID_5037	DRD3	1	3	6
ID_56187	GLYATL1	1	2	4
ID_3876	CREBL2	2	1	3
ID_54804	BAGE2	1	0	0
ID_54041	SPATA22	1	0	0
ID_60656	MAGEC3	1	0	1
ID_70147	KRTAP12-2	1	2	0
ID_71108	RNF207	1	3	0
ID_41378	SLC35A5	1	1	4
ID_58356	ZNF641	2	2	0
ID_31060	NLGN1	1	1	3
ID_25953	RNF144A	2	2	8
ID_56114	OXNAD1	2	3	1
ID_3034	CENPC	1	0	0
ID_62844	RNF145	1	0	2
ID_23914	KRT75	4	6	5
ID_18404	STK3	1	0	1
ID_75479	PRR23D2	1	0	1
ID_13943	PIGF	1	2	1
ID_66210	SLC17A8	2	1	1
ID_16683	RXRA	1	1	1
ID_60824	ZNF358	1	0	1
ID_63624	ZNF433	1	0	1
ID_56058	NDUFAF2	1	2	1
ID_25861	STARD8	1	1	3
ID_63518	FAM134C	1	0	0
ID_69090	ARSI	1	0	1
ID_38870	NOP16	2	0	0
ID_8277	HDLBP	1	0	0
ID_4588	DCT	1	1	2
ID_52105	GSG1	1	2	0
ID_46297	SLC7A14	3	3	0
ID_52428	INHBE	2	3	4
ID_18076	SPINT1	1	0	2
ID_40123	DDX4	2	1	0
ID_13402	PCDH7	2	1	0
ID_8440	HLA-DRB1	1	1	0
ID_25133	ZNF254	2	4	1
ID_74935	RAD51AP2	1	1	0
ID_43788	AJAP1	2	0	0
ID_30961	DLGAP4	1	0	1
ID_8811	HPRT1	3	2	6
ID_56241	MRRF	1	0	4
ID_714	AMD1	1	0	0
ID_73544	ATXN7L3B	1	2	1
ID_6522	FNTA	1	0	0
ID_63303	CCDC67	1	0	0
ID_67301	OLFML1	1	1	2
ID_60218	FAM173B	1	1	0
ID_61752	KRT25	1	3	1
ID_34333	SPATS2L	1	2	1
ID_42159	VPS53	1	1	2
ID_11353	MAP3K5	1	1	5
ID_14406	POLR2L	1	0	0
ID_12816	NPTX2	2	2	2
ID_34123	CLIC4	1	4	2
ID_48830	ASPSCR1	1	1	1
ID_55830	BTF3L4	1	4	4
ID_62858	RAET1L	2	0	1
ID_17287	SH3GL1	1	1	1
ID_56753	PPP1R14A	1	1	0
ID_26022	DAZAP2	2	2	3
ID_70481	C3orf62	1	4	2
ID_22910	TNFRSF14	1	3	3
ID_36231	GIT1	1	2	2
ID_61920	FAM98C	2	4	4
ID_2564	CD3G	1	0	1
ID_12897	NTRK3	2	2	1
ID_70237	DND1	2	1	0
ID_71959	OR2L3	1	0	1
ID_46403	HES4	3	2	2
ID_33870	COG4	1	0	0
ID_29883	VAX1	2	0	2
ID_8511	HMGCS2	1	0	0
ID_61442	CEP128	1	3	4
ID_3636	COL11A1	1	0	0
ID_22049	HIRIP3	1	1	1
ID_10660	ABLIM1	1	1	1
ID_29904	RAB31	3	6	4
ID_18556	XCL2	1	0	1
ID_32067	ARL6IP1	1	1	1
ID_45244	ADAMTSL3	1	0	0
ID_10535	LCN1	1	1	1
ID_61240	CWF19L2	1	0	1
ID_52682	STK40	1	2	1
ID_69840	DGAT2L6	1	3	2
ID_58982	COX6B2	2	4	1
ID_47105	DUSP21	1	0	2
ID_60495	ABRA	2	1	1
ID_59814	TTC32	1	0	0
ID_56805	DTD2	4	0	0
ID_53033	NLRC5	2	0	3
ID_54671	CEP19	1	0	3
ID_15081	PRTN3	2	0	0
ID_27470	DCAF7	1	4	2
ID_64233	KCNG3	2	0	0
ID_28535	SIVA1	2	2	1
ID_2415	RUNX3	1	1	2
ID_19064	TFR2	1	1	2
ID_66280	EPHX4	1	1	0
ID_35943	R3HCC1L	1	2	2
ID_58774	CANT1	3	0	1
ID_34129	NIPSNAP3A	1	2	1
ID_37802	SH3GLB1	3	3	1
ID_63261	CXorf38	2	3	2
ID_75396	PET100	1	0	1
ID_70442	PFN4	2	2	4
ID_5051	DRG2	1	0	0
ID_39358	SELT	2	1	0
ID_58506	RNASE8	1	0	1
ID_48559	DLK2	2	1	3
ID_73279	LMOD2	2	0	0
ID_4037	CSH1	2	4	3
ID_20034	UQCRH	2	1	3
ID_16859	SERPINB4	1	1	1
ID_6155	FCGR2A	2	2	0
ID_21786	MAD1L1	1	0	0
ID_15816	RAP1GDS1	1	3	1
ID_22402	RGS20	1	2	1
ID_66361	ANGPTL5	1	1	0
ID_65246	OR5D14	1	3	1
ID_6119	EFEMP1	1	1	1
ID_67047	TIPRL	2	0	0
ID_9020	HTR1B	1	0	0
ID_53268	HAGHL	1	1	0
ID_42536	PARL	3	3	2
ID_32632	SRGAP2	2	1	1
ID_30212	CAPN11	2	1	4
ID_18339	STAR	2	1	2
ID_36383	C1GALT1C1	2	0	1
ID_44862	C16orf62	1	2	2
ID_501	AGL	1	1	3
ID_3492	CNGA1	2	1	1
ID_17050	CXCL5	1	0	0
ID_47102	FAM111A	2	2	1
ID_57228	SLITRK1	1	0	0
ID_32108	PRRC2C	3	3	1
ID_67383	C12orf40	1	1	2
ID_52898	FBXO30	1	0	0
ID_57030	ADPRHL1	1	0	1
ID_70046	RAET1G	1	2	0
ID_23694	AIP	1	0	1
ID_3720	COX6B1	2	0	0
ID_21687	HIST1H2BC	1	0	0
ID_24681	LIPG	1	1	2
ID_19391	TNNC1	2	1	3
ID_37293	CALY	1	1	0
ID_32586	OBSL1	1	1	0
ID_42397	SLC35C1	2	2	1
ID_51564	OR4F16	1	3	0
ID_40533	BTG4	1	1	2
ID_46309	SFMBT2	1	1	0
ID_52935	ZNF394	2	3	1
ID_4123	CST1	2	3	1
ID_17245	SGCD	1	1	1
