"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_47752" 3 3 5
"ID_47753" 1 3 3
"ID_47754" 4 0 0
"ID_47755" 4 3 7
"ID_47756" 0 0 0
"ID_47757" 3 6 7
"ID_47758" 1 2 0
"ID_47759" 6 2 4
"ID_47760" 4 4 6
"ID_47761" 3 6 6
"ID_47762" 1 1 1
"ID_47763" 3 3 5
"ID_47764" 4 2 1
"ID_47765" 6 4 2
"ID_47766" 2 1 1
"ID_47767" 1 0 0
"ID_47768" 1 1 2
"ID_47769" 2 2 0
"ID_47770" 2 1 0
"ID_47771" 0 0 0
"ID_47772" 0 0 0
"ID_47773" 0 0 0
"ID_47774" 0 0 0
"ID_47775" 1 0 0
"ID_47776" 1 1 0
"ID_47777" 1 0 0
"ID_47778" 0 0 0
"ID_47779" 0 0 0
"ID_47780" 1 0 1
"ID_47781" 2 1 4
"ID_47782" 1 0 0
"ID_47783" 0 0 0
"ID_47784" 0 0 0
"ID_47785" 0 0 0
"ID_47786" 0 0 0
"ID_47787" 3 2 1
"ID_47788" 7 1 2
"ID_47789" 5 4 2
"ID_47790" 3 2 1
"ID_47791" 3 5 3
"ID_47792" 0 0 0
"ID_47793" 1 3 3
"ID_47794" 1 0 1
"ID_47795" 3 2 1
"ID_47796" 3 3 2
"ID_47797" 0 0 1
"ID_47798" 0 0 0
"ID_47799" 0 0 0
"ID_47800" 1 0 0
"ID_47801" 0 0 1
"ID_47802" 1 0 0
"ID_47803" 0 0 0
"ID_47804" 0 0 0
"ID_47805" 1 0 1
"ID_47806" 0 0 0
"ID_47807" 2 1 0
"ID_47808" 1 0 0
"ID_47809" 1 0 0
"ID_47810" 0 0 2
"ID_47811" 1 1 2
"ID_47812" 2 2 1
"ID_47813" 0 0 1
"ID_47814" 2 7 5
"ID_47815" 2 1 2
"ID_47816" 1 4 2
"ID_47817" 3 5 4
"ID_47818" 3 0 1
"ID_47819" 3 3 2
"ID_47820" 2 2 4
"ID_47821" 1 4 5
"ID_47822" 2 3 2
"ID_47823" 1 3 2
"ID_47824" 2 2 0
"ID_47825" 1 0 0
"ID_47826" 2 2 2
"ID_47827" 2 2 2
"ID_47828" 6 9 5
"ID_47829" 3 3 3
"ID_47830" 4 2 3
"ID_47831" 8 1 5
"ID_47832" 2 1 0
"ID_47833" 1 1 1
"ID_47834" 1 1 1
"ID_47835" 8 8 9
"ID_47836" 3 5 3
"ID_47837" 2 0 1
"ID_47838" 1 2 0
"ID_47839" 2 1 1
"ID_47840" 5 3 4
"ID_47841" 2 1 1
"ID_47842" 1 0 2
"ID_47843" 4 1 1
"ID_47844" 2 2 2
"ID_47845" 3 0 1
"ID_47846" 1 2 1
"ID_47847" 2 1 2
"ID_47848" 0 0 1
"ID_47849" 4 2 4
"ID_47850" 0 0 0
"ID_47851" 2 2 3
"ID_47852" 2 1 0
"ID_47853" 1 1 3
"ID_47854" 3 0 0
"ID_47855" 1 1 2
"ID_47856" 1 1 1
"ID_47857" 2 2 1
"ID_47858" 0 0 0
"ID_47859" 4 0 2
"ID_47860" 0 0 0
"ID_47861" 2 1 1
"ID_47862" 1 1 0
"ID_47863" 1 2 0
"ID_47864" 2 1 0
"ID_47865" 0 1 2
"ID_47866" 1 1 1
"ID_47867" 2 6 3
"ID_47868" 5 4 4
"ID_47869" 4 4 2
"ID_47870" 1 0 3
"ID_47871" 1 6 2
"ID_47872" 2 2 2
"ID_47873" 1 1 0
"ID_47874" 1 0 1
"ID_47875" 3 5 1
"ID_47876" 4 0 3
"ID_47877" 2 1 1
"ID_47878" 3 4 2
"ID_47879" 4 1 1
"ID_47880" 5 3 5
"ID_47881" 3 2 1
"ID_47882" 0 2 2
"ID_47883" 1 0 0
"ID_47884" 0 0 0
"ID_47885" 0 1 0
"ID_47886" 3 0 1
"ID_47887" 1 1 1
"ID_47888" 9 4 4
"ID_47889" 2 2 2
"ID_47890" 0 1 0
"ID_47891" 1 2 0
"ID_47892" 3 1 0
"ID_47893" 1 4 1
"ID_47894" 1 1 2
"ID_47895" 8 4 3
"ID_47896" 5 2 4
"ID_47897" 3 0 0
"ID_47898" 0 4 2
"ID_47899" 1 1 1
"ID_47900" 1 5 4
"ID_47901" 0 1 1
"ID_47902" 6 4 4
"ID_47903" 6 5 9
"ID_47904" 2 6 4
"ID_47905" 2 3 0
"ID_47906" 6 8 6
"ID_47907" 6 1 2
"ID_47908" 0 0 1
"ID_47909" 2 3 3
"ID_47910" 3 5 5
"ID_47911" 2 2 1
"ID_47912" 2 4 1
"ID_47913" 3 5 5
"ID_47914" 0 4 3
"ID_47915" 4 0 2
"ID_47916" 0 1 0
"ID_47917" 0 2 0
"ID_47918" 3 1 0
"ID_47919" 4 6 3
"ID_47920" 3 5 5
"ID_47921" 7 4 1
"ID_47922" 6 0 4
"ID_47923" 4 6 2
"ID_47924" 1 1 1
"ID_47925" 0 0 2
"ID_47926" 1 0 0
"ID_47927" 1 0 0
"ID_47928" 0 0 0
"ID_47929" 0 0 0
"ID_47930" 0 0 1
"ID_47931" 9 11 6
"ID_47932" 2 1 1
"ID_47933" 1 2 3
"ID_47934" 0 0 2
"ID_47935" 4 2 1
"ID_47936" 3 0 1
"ID_47937" 0 0 1
"ID_47938" 2 1 2
"ID_47939" 3 2 1
"ID_47940" 0 0 1
"ID_47941" 1 0 0
"ID_47942" 0 0 0
"ID_47943" 1 1 0
"ID_47944" 2 2 1
"ID_47945" 5 0 1
"ID_47946" 0 1 1
"ID_47947" 1 1 2
"ID_47948" 0 3 1
"ID_47949" 3 2 2
"ID_47950" 0 0 0
"ID_47951" 2 3 5
"ID_47952" 3 1 3
"ID_47953" 2 2 2
"ID_47954" 5 2 2
"ID_47955" 3 2 0
"ID_47956" 0 2 1
"ID_47957" 1 0 1
"ID_47958" 1 2 1
"ID_47959" 1 0 0
"ID_47960" 3 2 1
"ID_47961" 2 2 0
"ID_47962" 0 0 1
"ID_47963" 12 9 15
"ID_47964" 7 5 5
"ID_47965" 11 0 4
"ID_47966" 0 0 0
"ID_47967" 0 2 0
"ID_47968" 1 2 1
"ID_47969" 0 1 1
"ID_47970" 1 0 1
"ID_47971" 1 2 0
"ID_47972" 0 3 4
"ID_47973" 0 2 4
"ID_47974" 8 10 2
"ID_47975" 3 1 0
"ID_47976" 2 0 1
"ID_47977" 2 2 3
"ID_47978" 0 0 0
"ID_47979" 2 2 1
"ID_47980" 5 4 6
"ID_47981" 1 0 0
"ID_47982" 2 2 1
"ID_47983" 2 2 1
"ID_47984" 3 2 2
"ID_47985" 3 1 1
"ID_47986" 0 2 3
"ID_47987" 2 2 4
"ID_47988" 1 2 2
"ID_47989" 1 5 4
"ID_47990" 3 0 2
"ID_47991" 2 2 2
"ID_47992" 1 1 0
"ID_47993" 1 1 0
"ID_47994" 0 0 0
"ID_47995" 5 0 0
"ID_47996" 1 0 1
"ID_47997" 1 0 0
"ID_47998" 1 0 0
"ID_47999" 2 0 3
"ID_48000" 0 0 0
"ID_48001" 1 0 0
"ID_48002" 1 1 0
"ID_48003" 1 0 0
"ID_48004" 2 1 2
"ID_48005" 0 2 0
"ID_48006" 1 1 0
"ID_48007" 2 0 0
"ID_48008" 1 0 0
"ID_48009" 2 0 1
"ID_48010" 0 0 0
"ID_48011" 0 0 2
"ID_48012" 2 5 1
"ID_48013" 2 1 0
"ID_48014" 0 1 0
"ID_48015" 3 3 1
"ID_48016" 1 4 1
"ID_48017" 3 0 0
"ID_48018" 2 4 0
"ID_48019" 6 3 5
"ID_48020" 6 3 4
"ID_48021" 9 7 2
"ID_48022" 2 0 2
"ID_48023" 2 3 1
"ID_48024" 1 4 2
"ID_48025" 3 0 3
"ID_48026" 2 0 1
"ID_48027" 5 5 1
"ID_48028" 4 3 1
"ID_48029" 4 0 1
"ID_48030" 5 5 8
"ID_48031" 0 1 0
"ID_48032" 3 1 1
"ID_48033" 0 2 0
"ID_48034" 0 0 1
"ID_48035" 1 0 0
"ID_48036" 2 5 2
"ID_48037" 1 2 3
"ID_48038" 0 0 0
"ID_48039" 6 1 5
"ID_48040" 4 11 4
"ID_48041" 4 2 1
"ID_48042" 8 1 2
"ID_48043" 1 4 4
"ID_48044" 2 0 3
"ID_48045" 8 8 8
"ID_48046" 0 1 1
"ID_48047" 3 1 0
"ID_48048" 0 0 1
"ID_48049" 0 0 1
"ID_48050" 1 3 1
"ID_48051" 5 5 3
"ID_48052" 0 0 1
"ID_48053" 1 5 2
"ID_48054" 1 4 1
"ID_48055" 0 0 0
"ID_48056" 0 0 0
"ID_48057" 1 0 0
"ID_48058" 0 0 0
"ID_48059" 5 6 7
"ID_48060" 3 0 2
"ID_48061" 5 3 5
"ID_48062" 3 1 5
"ID_48063" 1 3 2
"ID_48064" 1 1 1
"ID_48065" 2 1 0
"ID_48066" 3 4 0
"ID_48067" 3 1 1
"ID_48068" 2 0 2
"ID_48069" 0 0 1
"ID_48070" 0 0 0
"ID_48071" 0 3 0
"ID_48072" 1 6 4
"ID_48073" 1 1 1
"ID_48074" 3 0 1
"ID_48075" 6 3 9
"ID_48076" 4 0 3
"ID_48077" 3 2 3
"ID_48078" 4 5 6
"ID_48079" 0 1 0
"ID_48080" 0 0 1
"ID_48081" 1 0 3
"ID_48082" 0 0 0
"ID_48083" 6 8 1
"ID_48084" 3 6 6
"ID_48085" 2 4 2
"ID_48086" 0 0 0
"ID_48087" 1 0 1
"ID_48088" 0 0 0
"ID_48089" 0 2 3
"ID_48090" 2 0 1
"ID_48091" 3 2 2
"ID_48092" 1 3 2
"ID_48093" 1 1 1
"ID_48094" 3 3 1
"ID_48095" 2 1 2
"ID_48096" 1 5 3
"ID_48097" 1 0 0
"ID_48098" 1 5 0
"ID_48099" 6 3 4
"ID_48100" 2 2 3
"ID_48101" 0 1 1
"ID_48102" 0 1 2
"ID_48103" 0 0 1
"ID_48104" 1 1 4
"ID_48105" 2 0 0
"ID_48106" 0 0 1
"ID_48107" 3 2 0
"ID_48108" 2 4 3
"ID_48109" 1 0 0
"ID_48110" 1 0 0
"ID_48111" 4 1 2
"ID_48112" 1 4 1
"ID_48113" 2 5 3
"ID_48114" 3 1 2
"ID_48115" 2 3 2
"ID_48116" 3 1 1
"ID_48117" 2 2 1
"ID_48118" 4 1 5
"ID_48119" 1 3 1
"ID_48120" 2 1 1
"ID_48121" 5 0 2
"ID_48122" 3 1 1
"ID_48123" 0 0 0
"ID_48124" 0 7 2
"ID_48125" 0 0 1
"ID_48126" 0 0 0
"ID_48127" 3 10 4
"ID_48128" 2 4 5
"ID_48129" 6 3 2
"ID_48130" 6 5 6
"ID_48131" 5 6 7
"ID_48132" 7 5 7
"ID_48133" 4 3 7
"ID_48134" 3 4 0
"ID_48135" 7 1 4
"ID_48136" 0 4 3
"ID_48137" 1 3 1
"ID_48138" 4 2 2
"ID_48139" 4 5 9
"ID_48140" 1 2 1
"ID_48141" 4 3 4
"ID_48142" 3 2 1
"ID_48143" 2 2 0
"ID_48144" 5 1 0
"ID_48145" 1 0 0
"ID_48146" 0 0 0
"ID_48147" 4 1 5
"ID_48148" 0 0 0
"ID_48149" 8 0 11
"ID_48150" 1 2 1
"ID_48151" 9 0 5
"ID_48152" 3 2 8
"ID_48153" 1 4 2
"ID_48154" 5 2 3
"ID_48155" 2 0 2
"ID_48156" 1 0 0
"ID_48157" 0 2 2
"ID_48158" 0 0 0
"ID_48159" 2 0 1
"ID_48160" 2 2 0
"ID_48161" 2 0 0
"ID_48162" 4 1 2
"ID_48163" 4 5 2
"ID_48164" 1 1 2
"ID_48165" 1 1 1
"ID_48166" 3 4 1
"ID_48167" 0 1 5
"ID_48168" 1 1 0
"ID_48169" 0 2 0
"ID_48170" 5 0 2
"ID_48171" 0 0 0
"ID_48172" 0 0 0
"ID_48173" 0 0 0
"ID_48174" 0 0 0
"ID_48175" 2 3 1
"ID_48176" 5 5 5
"ID_48177" 1 3 0
"ID_48178" 9 4 1
"ID_48179" 2 3 1
"ID_48180" 0 1 3
"ID_48181" 1 0 2
"ID_48182" 1 1 0
"ID_48183" 1 2 0
"ID_48184" 4 4 3
"ID_48185" 0 2 1
"ID_48186" 2 1 5
"ID_48187" 0 1 0
"ID_48188" 4 4 3
"ID_48189" 0 0 0
"ID_48190" 2 0 3
"ID_48191" 4 2 1
"ID_48192" 2 0 3
"ID_48193" 0 0 0
"ID_48194" 2 0 1
"ID_48195" 2 0 0
"ID_48196" 2 1 0
"ID_48197" 1 0 0
"ID_48198" 2 0 1
"ID_48199" 4 1 2
"ID_48200" 5 2 1
"ID_48201" 0 0 0
"ID_48202" 3 6 3
"ID_48203" 2 0 2
"ID_48204" 13 0 2
"ID_48205" 3 1 0
"ID_48206" 2 1 0
"ID_48207" 8 2 5
"ID_48208" 4 2 2
"ID_48209" 1 1 0
"ID_48210" 3 2 5
"ID_48211" 3 4 1
"ID_48212" 2 0 1
"ID_48213" 3 4 2
"ID_48214" 6 1 1
"ID_48215" 3 1 0
"ID_48216" 2 0 0
"ID_48217" 2 1 1
"ID_48218" 0 1 0
"ID_48219" 4 3 2
"ID_48220" 4 0 4
"ID_48221" 1 6 4
"ID_48222" 1 1 0
"ID_48223" 6 2 1
"ID_48224" 3 1 2
"ID_48225" 5 6 4
"ID_48226" 1 2 1
"ID_48227" 1 1 1
"ID_48228" 1 2 1
"ID_48229" 2 3 2
"ID_48230" 2 1 1
"ID_48231" 2 4 1
"ID_48232" 3 4 5
"ID_48233" 4 3 1
"ID_48234" 5 10 5
"ID_48235" 0 2 0
"ID_48236" 4 5 3
"ID_48237" 1 1 3
"ID_48238" 0 2 2
"ID_48239" 4 0 2
"ID_48240" 4 0 2
"ID_48241" 0 3 1
"ID_48242" 5 0 2
"ID_48243" 2 1 4
"ID_48244" 1 5 5
"ID_48245" 2 0 0
"ID_48246" 2 0 3
"ID_48247" 7 4 0
"ID_48248" 0 1 1
"ID_48249" 1 2 1
"ID_48250" 0 0 1
"ID_48251" 8 7 3
"ID_48252" 3 4 3
"ID_48253" 1 0 3
"ID_48254" 1 2 1
"ID_48255" 2 0 0
"ID_48256" 1 0 0
"ID_48257" 2 0 1
"ID_48258" 1 3 1
"ID_48259" 1 0 1
"ID_48260" 1 3 4
"ID_48261" 4 6 6
"ID_48262" 8 4 3
"ID_48263" 2 3 1
"ID_48264" 1 1 4
"ID_48265" 1 0 1
"ID_48266" 5 5 1
"ID_48267" 3 0 1
"ID_48268" 3 1 2
"ID_48269" 1 3 5
"ID_48270" 1 2 1
"ID_48271" 0 0 0
"ID_48272" 1 0 1
"ID_48273" 0 0 0
"ID_48274" 0 0 0
"ID_48275" 3 4 4
"ID_48276" 2 1 6
"ID_48277" 0 0 0
"ID_48278" 6 3 2
"ID_48279" 0 0 0
"ID_48280" 0 0 0
"ID_48281" 0 0 1
"ID_48282" 1 3 2
"ID_48283" 3 3 2
"ID_48284" 0 0 0
"ID_48285" 2 0 0
"ID_48286" 0 0 0
"ID_48287" 2 0 0
"ID_48288" 0 0 0
"ID_48289" 1 4 1
"ID_48290" 0 0 0
"ID_48291" 2 0 0
"ID_48292" 0 0 0
"ID_48293" 0 0 0
"ID_48294" 1 0 0
"ID_48295" 3 4 3
"ID_48296" 2 0 0
"ID_48297" 1 0 0
"ID_48298" 3 2 1
"ID_48299" 1 0 2
"ID_48300" 1 1 0
"ID_48301" 1 0 0
"ID_48302" 0 1 0
"ID_48303" 1 0 0
"ID_48304" 2 1 1
"ID_48305" 0 0 0
"ID_48306" 2 0 0
"ID_48307" 2 0 0
"ID_48308" 1 0 0
"ID_48309" 1 0 0
"ID_48310" 0 0 0
"ID_48311" 2 0 0
"ID_48312" 1 0 1
"ID_48313" 1 0 0
"ID_48314" 0 0 0
"ID_48315" 0 0 1
"ID_48316" 1 0 0
"ID_48317" 2 0 1
"ID_48318" 0 0 0
"ID_48319" 1 0 1
"ID_48320" 0 0 0
"ID_48321" 1 0 1
"ID_48322" 0 0 0
"ID_48323" 0 0 0
"ID_48324" 1 0 0
"ID_48325" 2 0 3
"ID_48326" 1 0 0
"ID_48327" 1 1 0
"ID_48328" 2 0 0
"ID_48329" 5 0 0
"ID_48330" 2 0 0
"ID_48331" 1 2 0
"ID_48332" 0 0 0
"ID_48333" 0 0 0
"ID_48334" 0 1 0
"ID_48335" 1 0 1
"ID_48336" 0 0 0
"ID_48337" 3 0 0
"ID_48338" 0 0 0
"ID_48339" 1 0 0
"ID_48340" 3 1 1
"ID_48341" 0 1 0
"ID_48342" 4 2 2
"ID_48343" 2 0 1
"ID_48344" 11 2 2
"ID_48345" 0 0 0
"ID_48346" 0 0 0
"ID_48347" 2 7 3
"ID_48348" 0 0 2
"ID_48349" 3 6 4
"ID_48350" 3 2 5
"ID_48351" 1 0 2
"ID_48352" 5 4 1
"ID_48353" 0 1 0
"ID_48354" 4 1 0
"ID_48355" 0 0 2
"ID_48356" 1 1 0
"ID_48357" 3 1 1
"ID_48358" 0 0 0
"ID_48359" 1 0 1
"ID_48360" 1 4 1
"ID_48361" 0 1 0
"ID_48362" 1 1 1
"ID_48363" 3 2 1
"ID_48364" 5 6 3
"ID_48365" 2 1 6
"ID_48366" 0 2 0
"ID_48367" 1 1 1
"ID_48368" 1 0 0
"ID_48369" 1 0 0
"ID_48370" 0 1 1
"ID_48371" 3 1 2
"ID_48372" 2 1 3
"ID_48373" 6 1 5
"ID_48374" 0 0 0
"ID_48375" 2 1 4
"ID_48376" 1 0 6
"ID_48377" 4 0 3
"ID_48378" 1 0 0
"ID_48379" 6 2 4
"ID_48380" 4 4 2
"ID_48381" 0 1 3
"ID_48382" 0 1 1
"ID_48383" 4 2 3
"ID_48384" 2 1 0
"ID_48385" 0 0 0
"ID_48386" 3 1 2
"ID_48387" 2 5 4
"ID_48388" 4 0 1
"ID_48389" 0 0 0
"ID_48390" 1 1 2
"ID_48391" 4 4 1
"ID_48392" 0 1 1
"ID_48393" 2 0 1
"ID_48394" 1 1 1
"ID_48395" 0 0 0
"ID_48396" 2 0 0
"ID_48397" 0 0 1
"ID_48398" 3 0 0
"ID_48399" 1 1 0
"ID_48400" 5 2 0
"ID_48401" 1 2 0
"ID_48402" 1 0 1
"ID_48403" 0 0 0
"ID_48404" 0 1 1
"ID_48405" 0 0 0
"ID_48406" 0 0 0
"ID_48407" 6 2 6
"ID_48408" 2 0 0
"ID_48409" 0 1 1
"ID_48410" 1 4 0
"ID_48411" 3 4 0
"ID_48412" 0 2 1
"ID_48413" 3 3 8
"ID_48414" 3 1 1
"ID_48415" 1 1 0
"ID_48416" 0 0 0
"ID_48417" 0 0 0
"ID_48418" 2 3 1
"ID_48419" 2 1 1
"ID_48420" 0 2 0
"ID_48421" 3 0 1
"ID_48422" 2 0 2
"ID_48423" 5 3 4
"ID_48424" 4 3 1
"ID_48425" 3 2 3
"ID_48426" 6 1 3
"ID_48427" 0 1 0
"ID_48428" 3 1 3
"ID_48429" 3 3 1
"ID_48430" 0 1 0
"ID_48431" 1 0 1
"ID_48432" 0 1 0
"ID_48433" 0 0 0
"ID_48434" 0 0 1
"ID_48435" 3 2 0
"ID_48436" 5 0 6
"ID_48437" 2 0 6
"ID_48438" 1 1 0
"ID_48439" 0 0 2
"ID_48440" 0 1 0
"ID_48441" 7 3 3
"ID_48442" 2 1 3
"ID_48443" 2 2 0
"ID_48444" 0 0 0
"ID_48445" 1 1 1
"ID_48446" 0 0 0
"ID_48447" 3 4 1
"ID_48448" 0 0 0
"ID_48449" 1 0 0
"ID_48450" 1 3 0
"ID_48451" 1 2 0
"ID_48452" 1 0 0
"ID_48453" 1 3 0
"ID_48454" 0 1 1
"ID_48455" 1 2 0
"ID_48456" 0 0 0
"ID_48457" 2 1 0
"ID_48458" 2 1 0
"ID_48459" 0 0 0
"ID_48460" 0 0 0
"ID_48461" 0 0 0
"ID_48462" 1 0 0
"ID_48463" 1 0 0
"ID_48464" 4 1 3
"ID_48465" 1 2 0
"ID_48466" 0 3 1
"ID_48467" 6 2 5
"ID_48468" 2 3 1
"ID_48469" 3 2 1
"ID_48470" 3 2 6
"ID_48471" 6 6 5
"ID_48472" 7 3 2
"ID_48473" 3 6 3
"ID_48474" 4 4 1
"ID_48475" 2 2 3
"ID_48476" 4 5 3
"ID_48477" 1 0 5
"ID_48478" 2 1 3
"ID_48479" 2 0 4
"ID_48480" 5 9 4
"ID_48481" 4 0 2
"ID_48482" 2 1 4
"ID_48483" 4 0 0
"ID_48484" 4 5 2
"ID_48485" 3 2 1
"ID_48486" 4 1 0
"ID_48487" 0 0 0
"ID_48488" 1 0 0
"ID_48489" 0 0 0
"ID_48490" 0 1 0
"ID_48491" 3 4 3
"ID_48492" 3 2 4
"ID_48493" 6 5 6
"ID_48494" 4 3 1
"ID_48495" 0 0 1
"ID_48496" 0 0 0
"ID_48497" 0 1 0
"ID_48498" 0 1 0
"ID_48499" 3 2 0
"ID_48500" 1 3 0
"ID_48501" 1 0 0
"ID_48502" 0 1 1
"ID_48503" 1 5 1
"ID_48504" 0 0 0
"ID_48505" 3 0 0
"ID_48506" 0 0 0
"ID_48507" 0 3 2
"ID_48508" 3 2 0
"ID_48509" 6 2 1
"ID_48510" 3 4 4
"ID_48511" 5 4 4
"ID_48512" 2 3 6
"ID_48513" 3 5 4
"ID_48514" 4 2 3
"ID_48515" 1 0 0
"ID_48516" 6 0 6
"ID_48517" 2 1 2
"ID_48518" 1 1 1
"ID_48519" 4 2 1
"ID_48520" 1 0 0
"ID_48521" 4 1 1
"ID_48522" 1 3 0
"ID_48523" 0 0 0
"ID_48524" 6 4 3
"ID_48525" 8 5 3
"ID_48526" 6 4 4
"ID_48527" 0 5 0
"ID_48528" 0 1 1
"ID_48529" 3 3 1
"ID_48530" 1 0 0
"ID_48531" 1 1 0
"ID_48532" 1 0 0
"ID_48533" 0 1 0
"ID_48534" 2 6 1
"ID_48535" 1 1 1
"ID_48536" 5 14 7
"ID_48537" 3 3 3
"ID_48538" 3 2 1
"ID_48539" 2 1 2
"ID_48540" 0 2 2
"ID_48541" 1 1 0
"ID_48542" 1 2 0
"ID_48543" 5 1 1
"ID_48544" 3 2 1
"ID_48545" 2 1 1
"ID_48546" 6 1 2
"ID_48547" 0 1 2
"ID_48548" 1 0 0
"ID_48549" 1 0 0
"ID_48550" 1 0 0
"ID_48551" 2 1 1
"ID_48552" 3 1 3
"ID_48553" 1 0 0
"ID_48554" 2 1 0
"ID_48555" 1 5 7
"ID_48556" 1 1 2
"ID_48557" 1 4 2
"ID_48558" 1 2 1
"ID_48559" 3 4 1
"ID_48560" 3 6 6
"ID_48561" 1 2 0
"ID_48562" 1 0 0
"ID_48563" 3 4 2
"ID_48564" 26 11 0
"ID_48565" 2 1 0
"ID_48566" 1 0 3
"ID_48567" 1 1 2
"ID_48568" 0 2 0
"ID_48569" 1 4 0
"ID_48570" 1 2 4
"ID_48571" 0 6 1
"ID_48572" 5 2 3
"ID_48573" 3 1 0
"ID_48574" 0 0 0
"ID_48575" 2 0 0
"ID_48576" 0 0 0
"ID_48577" 1 0 0
"ID_48578" 1 1 0
"ID_48579" 7 1 3
"ID_48580" 5 1 3
"ID_48581" 0 3 1
"ID_48582" 4 3 4
"ID_48583" 1 2 3
"ID_48584" 6 1 0
"ID_48585" 1 0 4
"ID_48586" 3 1 1
"ID_48587" 2 2 3
"ID_48588" 1 0 0
"ID_48589" 1 0 3
"ID_48590" 0 1 0
"ID_48591" 1 3 1
"ID_48592" 0 2 0
"ID_48593" 2 3 1
"ID_48594" 4 0 2
"ID_48595" 4 5 4
"ID_48596" 2 1 2
"ID_48597" 3 1 1
"ID_48598" 1 3 0
"ID_48599" 5 2 1
"ID_48600" 3 2 1
"ID_48601" 10 4 14
"ID_48602" 0 0 1
"ID_48603" 1 1 1
"ID_48604" 1 2 3
"ID_48605" 1 0 1
"ID_48606" 2 2 0
"ID_48607" 2 2 2
"ID_48608" 6 7 6
"ID_48609" 6 4 2
"ID_48610" 4 5 10
"ID_48611" 1 2 1
"ID_48612" 4 2 2
"ID_48613" 0 0 0
"ID_48614" 4 4 1
"ID_48615" 4 2 1
"ID_48616" 5 2 3
"ID_48617" 6 3 3
"ID_48618" 4 1 1
"ID_48619" 4 2 1
"ID_48620" 1 3 1
"ID_48621" 2 1 2
"ID_48622" 1 1 3
"ID_48623" 3 2 0
"ID_48624" 0 0 1
"ID_48625" 2 1 1
"ID_48626" 2 1 1
"ID_48627" 1 0 0
"ID_48628" 0 0 0
"ID_48629" 0 0 1
"ID_48630" 0 0 0
"ID_48631" 4 0 1
"ID_48632" 5 2 5
"ID_48633" 4 4 4
"ID_48634" 0 5 2
"ID_48635" 3 8 2
"ID_48636" 4 3 0
"ID_48637" 0 2 1
"ID_48638" 2 1 4
"ID_48639" 4 4 12
"ID_48640" 4 3 4
"ID_48641" 2 4 0
"ID_48642" 0 5 1
"ID_48643" 0 0 0
"ID_48644" 4 0 1
"ID_48645" 0 0 1
"ID_48646" 1 3 0
"ID_48647" 7 1 3
"ID_48648" 3 3 2
"ID_48649" 4 4 0
"ID_48650" 2 5 5
"ID_48651" 0 0 0
"ID_48652" 1 0 2
"ID_48653" 3 0 0
"ID_48654" 1 0 2
"ID_48655" 1 1 0
"ID_48656" 2 1 0
"ID_48657" 1 0 2
"ID_48658" 2 0 2
"ID_48659" 6 3 5
"ID_48660" 7 7 6
"ID_48661" 1 5 2
"ID_48662" 3 6 8
"ID_48663" 0 0 0
"ID_48664" 9 3 6
"ID_48665" 0 0 3
"ID_48666" 1 4 0
"ID_48667" 0 1 2
"ID_48668" 0 0 0
"ID_48669" 3 1 1
"ID_48670" 3 3 0
"ID_48671" 1 0 2
"ID_48672" 2 2 4
"ID_48673" 9 2 4
"ID_48674" 5 5 4
"ID_48675" 2 1 1
"ID_48676" 1 0 0
"ID_48677" 4 2 0
"ID_48678" 3 0 0
"ID_48679" 4 0 1
"ID_48680" 3 4 0
"ID_48681" 2 0 1
"ID_48682" 0 0 0
"ID_48683" 2 1 1
"ID_48684" 1 0 0
"ID_48685" 4 2 1
"ID_48686" 3 0 0
"ID_48687" 0 2 0
"ID_48688" 2 2 3
"ID_48689" 2 0 2
"ID_48690" 1 1 0
"ID_48691" 4 1 2
"ID_48692" 1 0 1
"ID_48693" 2 1 2
"ID_48694" 1 1 0
"ID_48695" 4 0 2
"ID_48696" 0 1 2
"ID_48697" 4 2 3
"ID_48698" 4 5 4
"ID_48699" 2 0 1
"ID_48700" 2 1 1
"ID_48701" 0 0 0
"ID_48702" 0 0 1
"ID_48703" 0 3 0
"ID_48704" 4 4 3
"ID_48705" 5 3 5
"ID_48706" 1 1 1
"ID_48707" 1 2 2
"ID_48708" 0 0 0
"ID_48709" 3 1 2
"ID_48710" 0 1 1
"ID_48711" 3 1 0
"ID_48712" 1 1 0
"ID_48713" 0 0 0
"ID_48714" 1 0 0
"ID_48715" 0 3 3
"ID_48716" 1 0 0
"ID_48717" 2 1 5
"ID_48718" 1 1 2
"ID_48719" 7 8 1
"ID_48720" 1 1 1
"ID_48721" 0 1 1
"ID_48722" 4 2 1
"ID_48723" 1 0 0
"ID_48724" 0 0 0
"ID_48725" 1 0 0
"ID_48726" 0 0 1
"ID_48727" 6 8 3
"ID_48728" 0 0 0
"ID_48729" 0 1 0
"ID_48730" 2 1 5
"ID_48731" 1 1 1
"ID_48732" 3 1 3
"ID_48733" 2 1 0
"ID_48734" 1 5 5
"ID_48735" 1 0 2
"ID_48736" 2 0 1
"ID_48737" 5 1 2
"ID_48738" 0 1 1
"ID_48739" 5 1 2
"ID_48740" 2 5 3
"ID_48741" 2 1 0
"ID_48742" 1 1 2
"ID_48743" 2 1 2
"ID_48744" 1 4 1
"ID_48745" 0 1 0
"ID_48746" 1 4 2
"ID_48747" 2 0 0
